title,num_en_stopword,num_long_vn_word,num_major_word,num_not_alphabet_word,num_only_one_letter,num_other_word,num_short_vn_word,views_count
CDP TechNote #1: Mình đã biết tới CDP như thế nào,7,49,41,2,4,59,27,544
Bắt đầu với Kotlin MultiPlatform,14,184,118,0,0,54,102,267
Tấn công Path traversal và cách thức phòng thủ,0,59,41,0,0,16,40,1139
Work with file in c#,6,0,12,0,0,5,0,71
Design Pattern: Strategy Pattern,2,31,52,0,2,11,8,671
ASLR là gì và tại sao nó giúp hệ thống của chúng ta an toàn hơn?,0,184,38,0,0,38,60,483
Cài đặt iOS app  thông qua sideloading,5,128,109,0,4,79,52,1292
Phân loại ứng dụng di động,0,213,129,0,0,36,71,1619
Design Pattern: Memento Pattern,2,48,35,0,2,29,28,753
Giới thiệu về Spring Security ACL,0,49,88,0,0,28,26,453
Để có 500 thành viên đầu tiên cho dự án của bạn - Introvert's Hacks [Phần 1],2,168,26,0,5,46,99,300
Laravel Event Model - 1 trong những thứ thay đổi cách viết code của bạn,0,39,36,0,0,19,51,925
String Pool là gì ?,0,59,48,18,22,39,46,1382
Vọc vạch Angular - Properties binding và Interpolation (Phần 1),0,48,67,0,0,11,30,575
Python Tutorial,5,233,102,0,5,38,160,804
[Write-up] The Message,0,11,9,105,2,3,5,34
"Cách kết nối Chatwork với Rasa, và 5 phút mặc niệm latency trên trời.",0,60,96,1,6,49,83,630
Một số Eloquents trong Laravel có thể bạn chưa biết,1,20,14,0,0,9,22,266
Các tác vụ cơ bản khi test iOS,17,233,289,0,23,143,137,183
Class và constructor Function trong Javascript,0,54,61,0,0,3,30,886
Thiết kế cơ sở dữ liệu Time Series với MongoDB,1,156,56,1,5,33,78,1466
Xác thực hai yếu tố với Google Authenticator,0,220,28,0,0,40,82,580
10 bước cơ bản để thiết kế Chatbot (Conversation Design Workflow),5,343,32,0,0,56,95,52
Elasticsearch in Java,1,102,62,0,3,43,55,478
Objective-C Coding Convention and Best Practices,25,125,70,0,4,57,49,98
Tạo tài khoản miễn phí trên Microsoft Azure Active Directory,0,153,37,0,0,31,49,302
Web Programing cơ bản với Golang,0,107,105,0,0,26,74,2073
Vọc vạch Angular - Tìm hiểu Lifecycle hooks (phần 1),7,27,57,0,0,23,36,955
Sealed with a class,2,75,30,0,0,18,73,117
Splitting up Swift types.,1,144,18,0,0,3,43,55
[QUICK TIP] Giúp Mobile Developer làm việc dễ dàng hơn,0,86,33,0,3,36,100,911
Promoted In-App Purchase trong iOS,4,75,192,0,3,92,66,155
Tôi đã viết API lấy thời khóa biểu trường như thế nào?,1,24,47,0,0,9,44,6368
Any & AnyObject in iOS,16,46,18,1,1,27,15,93
System Testing - Kiểm thử hệ thống,0,231,53,0,0,17,43,310
Tự làm Chrome start up page dự báo thời tiết,14,230,168,0,17,70,221,2088
"Phân biệt List, Dictionary, Tuple và Sets (Built-in DATA structure)",0,60,46,0,2,7,50,736
Session trong Laravel 6 như thế nào?,0,20,16,0,0,0,11,488
Cloud Firestore Security Rules,2,109,31,1,0,18,52,288
"Writeup cho ""Frog Move""",0,6,10,0,0,8,18,11
Laravel 7 có gì mới?,19,192,225,0,2,102,87,3461
Từng bước xây dựng Step Progress Bar với CSS,0,59,37,0,0,9,72,1412
Process -Thread & Single-threaded - Multithreaded,1,111,71,4,0,19,59,809
Android App Profiling,24,288,146,0,6,70,104,219
Deploy Air-viewer trên kubernetes sử dụng nginx ingress,5,108,160,0,1,49,41,385
[Cách sử dụng sidekiq trong Rails],0,41,83,0,1,49,31,82
[ Javascript ] Hiểu rõ cơ chế xử lí đồng bộ và bất đồng bộ (Sync vs Async) trong Javascript – P2,9,89,54,27,16,34,71,492
Hiểu rõ cơ chế xử lí đồng bộ và bất đồng bộ (Sync vs Async) trong Javascript – P1,0,114,56,1,14,26,87,722
Dùng CSS(SCSS)  để tạo message window theo phong cách game Persona 5,0,32,20,3,1,88,22,59
[Django x Facebook Graph API] Reply nhiều comments trong một bài post của fanpage.,4,55,53,0,0,29,45,1210
AWS Lambda,0,77,78,0,1,20,52,802
Hướng dẫn toàn diện về Trí tuệ nhân tạo với Python (Dịch.p3),75,420,225,7,16,131,197,1080
Test component trong React với Jest,0,82,146,0,0,34,69,851
9 Github repo phổ biến và hữu ích dành cho web developer,3,156,113,0,2,35,54,1108
Khái niệm cơ bản về Node js,1,70,69,0,1,14,39,450
Dịch vụ hỏi đáp COVID-19,1,139,34,0,0,21,94,390
JSON RPC - Khi không còn phải phụ thuộc vào web3,3,130,175,0,21,104,95,759
Kiểm Thử Phần Mềm Dành Cho Người Mới Bắt Đầu (Phần III),1,231,71,0,1,33,58,213
Lấy dữ liệu từ một API sử dụng React/Redux (Fetching data from an api using React/Redux),1,159,154,15,0,45,122,3036
Convert HTML to Plain Text C#,0,0,0,0,0,0,0,434
Tìm hiểu về Cloud,5,128,74,2,5,27,51,477
Cách cài đặt zsh và zsh-autosuggestions trên Ubuntu,5,94,74,0,5,49,87,5781
"Thủ thuật sử dụng CSS Animation: State Jumping, Negative Delays, Animating Origin, ...",0,62,31,0,0,24,31,245
Tạo 1 Container để khai triển Stack và Queue trong Golang,2,29,37,0,2,19,38,253
Amazon Lightsail VPS là gì? Bộ nhớ đám mây này có gì đặc biệt !,0,221,122,2,0,92,138,579
Một số khái niệm cơ bản trong Java,1,177,151,0,3,51,91,1140
Goglam Clone Beauty Service App,272,1,90,3,18,235,0,78
Thực hành Vue.js cho người mới bắt đầu (P3),4,166,57,0,1,56,80,434
Writing Good Unit Test - Presentation,6,0,7,0,0,6,0,344
Làm quen với Node.js: Xây dựng web server đơn giản,0,71,93,0,1,13,52,1658
[SWIFT] Custom Modal Presentation Transitions - Fade Animation,0,24,53,0,0,39,24,226
NodeJS – Bài 08: Tùy biến giao diện Express và tăng hiệu suất server,0,110,88,2,1,23,89,643
Firebase - Android: Firebase Crashlytics,13,37,85,0,3,28,16,911
"Machine Learning, Deep Learning cho người bắt đầu: Thư viện Numpy và TensorFlow",0,77,41,0,7,11,84,953
Làm việc với Audio trong iOS và những lời khuyên cho developer (Phần 1),1,213,93,5,1,122,166,277
"Khái niệm cơ bản không thể không biêt về Active Record, Active Record basic",7,258,208,0,4,61,188,187
ViewModel làm việc như thế nào trong Android,8,98,169,4,1,25,31,1548
PART 1: giới thiệu và setup nestjs - nodejs.,0,119,128,0,1,48,51,728
2. Built-In Collections: Array,1,132,51,0,0,14,82,168
Đơn giản hoá Ruby,3,120,13,12,0,3,109,117
Nodejs upload files to aws,3,59,148,0,14,32,70,420
Config logging đơn giản trong Quarkus,0,21,35,0,2,16,15,192
Design Patterns in Ruby - Structural Patterns - Flyweight Pattern,4,233,62,4,0,79,142,108
Thử crawl data trên viblo,0,45,76,0,14,26,85,618
Cách thay thế Notepad bằng Notepad ++ hoặc bất kỳ trình soạn thảo văn bản nào khác?,0,115,70,0,0,17,64,754
Phân lớp với Navie Bayes Classification - Mô hình và ứng dụng,3,121,29,7,10,42,50,535
Nguyên tắc hoạt động của redis server,2,300,226,1,4,81,118,1232
Concurrency trong Go,3,132,81,2,2,62,109,784
React Hooks và những thay đổi cơ bản cần nắm được,0,62,123,0,0,23,87,1458
Phân biệt một số câu lệnh cơ bản trong git,0,104,131,5,16,19,52,715
Hướng dẫn deploy một static page sử dụng Reactjs lên github page,0,71,99,2,0,6,32,1231
Error Handling in Rails,6,79,49,1,1,22,83,151
Kiểm thử ứng dụng IOS : những điều cần ghi nhớ,0,178,33,0,0,9,51,56
Supporting older browsers—Part 2: CSS,5,33,91,0,2,3,27,59
4 Phương Pháp phổ biến nhất trong kỹ thuật kiểm thử hộp đen^^,0,201,60,0,4,12,95,389
Sức mạnh của Python Intertools,0,104,17,0,0,29,59,572
Linq Expression,0,70,43,0,0,23,85,521
Các câu lệnh kiểm tra Memory trên Linux,0,129,39,0,2,28,57,591
Một vài thủ thuật CSS mà chính Frontend có thể còn chưa biết (Phần 20),0,85,50,0,0,22,58,2032
[Swift] Tuple trong Swift,0,38,32,0,0,7,20,309
CustomView,0,187,47,0,0,47,123,176
SQL Database Engine hoạt động như thế nào?,0,182,78,0,1,10,78,848
Một cái nhìn về Spotify’s Agile Scaled Model,3,326,111,2,2,172,97,451
Cách khắc phục lỗi CORS policy khi gọi API từ FrontEnd.,0,28,45,1,0,8,19,8384
Xử lý ngoại lệ trong C++,0,86,17,2,11,4,78,629
Fix update List slow in SwiftUI,6,162,58,0,2,33,157,67
Kiểm Thử Phần Mềm Dành Cho Người Mới Bắt Đầu (Phần II),2,539,46,0,2,34,109,148
Điều khiển màn hình linh động với server-driven UI trên Android,5,233,86,0,0,63,83,265
Security testing tutorial (Part 4):  Same Origin Policy & Cookies,7,121,113,0,1,28,51,177
How to download files with URLSession using Combine Publishers and Subscribers?,21,129,66,6,8,46,53,146
4 thứ bạn có thể không biết khi sử dụng React,1,96,67,0,2,13,66,196
JWT Authentication & Authorization in NodeJs REST API,8,152,353,0,1,84,99,3549
Thực hành Vue.js cho người mới bắt đầu (P4),2,165,97,0,0,49,106,193
Những thay đổi trong Rails 6? (Phần I - New Methods),12,80,74,7,0,50,63,203
Từng Bước Học Vue 2 Tập 3,0,31,45,0,0,31,29,68
Automation Setup Service Provider với Terraform,4,109,66,1,0,48,42,117
Từng Bước Học Vue 2 Tập 2,2,43,45,0,1,12,26,45
Cùng tạo React Custom Hook - useDeepEffect,0,43,46,0,0,19,30,1246
Guide cơ bản về LaTex,1,47,51,0,0,46,32,203
Clean Code - Chapter 5: Formatting,5,277,35,0,2,26,193,992
Improve performance on large lists in Vue.js,0,99,29,0,1,23,46,306
Cơ bản về Laravel Migration,0,19,56,6,0,14,10,138
10 Tính năng có thể bạn chưa biết về Eloquent,1,69,33,0,3,9,39,245
"Laravel: khi nào thì dùng Dependency Injection, Services và Static Methods - Phần 1",0,34,69,9,0,17,18,395
Tìm hiểu về Javascript function và biến 'this',0,55,57,0,0,20,65,700
Nginx - Loadbalancing  - Part 2,6,125,158,0,10,51,78,935
Top các thư viện open source tốt nhất được viết bằng Swift cho iOS,4,126,139,3,16,89,53,278
Nginx - Loadbalancing  - Part 1,2,177,153,0,13,60,109,1892
React - Một vài điều mình học được sau khi thử clone giao diện trang Tripadvisor,1,59,58,0,0,15,50,2057
"Process, Threads and Async Ruby",129,0,111,0,9,123,0,69
Tìm hiểu Fibers trong Ruby,4,51,26,0,0,38,57,61
Các câu hỏi phỏng vấn Ruby on Rails Developer - Phần 5,4,84,68,0,0,108,35,171
Stored procedure - Là cái gì vậy ?,0,107,71,0,0,36,73,178
Ruby Performance - Profile trong tối ưu hiệu năng Ruby - Phần 4,8,154,122,0,2,179,169,72
Cách tạo index và một số truy vấn phổ biến trong Elasticsearch,7,121,117,0,0,54,83,558
Design Pattern: Composite Pattern,0,77,74,0,0,33,29,273
Tìm hiểu về Hadoop,1,208,127,1,1,59,100,572
Role management trong Rails với rolify gem,6,16,85,0,1,6,6,136
Document Golang RESTful API with Swagger,262,1,164,2,13,144,0,1511
Tìm hiểu về MetaType trong Swift,0,39,21,0,0,11,49,129
Gửi Email sử dụng Python,1,129,27,4,2,15,111,304
TODO với React + Rails Part 8: Realtime with Actioncable,0,9,41,2,0,13,6,72
Tối ưu hóa unit test trong rails,0,50,63,0,0,20,27,52
Học wordpress toàn tập phần 6,43,111,82,0,8,91,67,118
Testing best practices for Developers,0,125,61,0,1,13,46,72
GCP - đối thủ đáng gờm của AWS,6,177,61,0,1,46,61,269
6 Kotlin Tips for Android Development,3,70,75,0,0,29,46,120
Thiết kế ứng dụng web: Software Architecture 101,6,456,272,2,7,120,124,2425
JavaScript Style Guide and Coding Conventions,1,106,59,0,1,23,113,237
Awesome Laravel - Tips & Tricks (Phần 1),1,56,46,0,0,21,40,414
Tìm hiểu một vài nguyên nhân gây crash app cho beginner IOS (P2),19,157,171,2,4,105,138,110
"Create app: Rails API, ReactJS, Redux Saga",0,78,103,0,0,23,56,209
" Start with Vuex the easiest way",22,73,109,1,2,55,44,132
Hướng dẫn sử dụng file stringdict để xử lí chuỗi số ít số nhiều trong lập trình iOS.,5,29,17,0,8,27,20,18
Tạm biệt OOP,0,217,93,0,2,53,172,843
Tránh bị hit vào database thừa khi dùng Rails.,1,47,43,0,8,16,73,89
Cách định vị các thành phần trong trình duyệt Chrome và IE để xây dựng tập lệnh Selenium,0,129,141,4,3,19,60,260
Tạo step form bằng gem Wicked,1,49,76,0,0,29,30,113
4 methods hay dùng để search trong JavaScript,0,117,12,0,0,13,47,982
"Sử dụng Git Hooks để chạy Rubocop, Brakeman và Rspec",0,33,26,0,0,6,24,111
Animate với Greensock,1,28,21,0,2,16,16,364
Promises trong JavaScript (Phần 2),26,48,121,0,8,44,39,233
Năm Tool WordPress khá hay ho cho developers,0,91,52,0,0,24,43,126
implement notification mails in laravel（SendGridAPI）,104,1,74,6,11,95,0,126
Cách xây dựng các kiến trúc có tính mở rộng,1,193,65,0,0,34,83,160
OAuth là gì? Kỹ thuật gần gũi với đời sống của chúng ta,1,149,76,26,4,52,59,141
Framework Nestjs - Modules (part 3),0,99,156,0,1,22,39,772
"[JS tips] Các ""chiêu trò"" JS tưởng không hay mà hay không tưởng (phần 4)",1,131,40,0,5,25,107,1720
Kiểu dữ liệu Symbol trong JavaScript,0,21,6,0,0,16,13,360
Nguyên lý SOLID: Single Responsibility Principle,6,144,135,1,1,89,74,208
Tạo script release Chrome extension,1,50,81,0,0,24,40,302
Sử dụng scaffold của frontend trong Laravel 6,0,16,48,0,0,19,11,251
[SVG] Cách xử lý code SVG bằng tay (Phần 1),2,225,111,0,2,23,185,297
Tìm hiểu căn bản cách tạo biểu đồ trong reactjs với react-chartjs2,1,98,47,0,8,46,74,1604
Css variables với javascript,0,30,39,0,0,8,20,42
Make a Different in Software Testing Basics - Phần 11,5,238,38,0,4,39,69,32
Toán tử optional chaining trong JavaScript,1,106,58,1,0,31,64,213
Những online tool và chrome extension hữu ích cho frontend developer,4,333,101,4,0,60,132,259
Cách giảm 75% báo cáo lỗi trùng lặp,13,151,125,27,2,49,49,65
Encodings & Character Sets 101 (P2),1,102,76,3,6,14,86,34
Không chỉ là INSERT,2,48,46,0,0,12,73,200
"Tạo google reCAPTCHA để xác thực ""I'm not a robot""",5,19,48,0,5,34,15,536
"Chỉ dẫn thiết đặt ESLint trong nhiều tình huống sử dụng Javascript, Typescript, React",0,101,115,0,1,32,91,321
Unsafe Swift: Sử dụng Pointers và tương tác với C Part 1,3,116,158,0,3,48,85,45
Những Tips và Tricks về Chrome Dev Tools,2,149,77,0,1,18,53,105
Rails 6: Cài đặt webpacker bootstrap,0,28,60,0,2,11,26,719
Tìm hiểu về Semantic Annotation - Phần 6(phần cuối) : Information Extraction trong Sematic Annotation,5,132,21,0,1,42,45,147
Một số tip & tricks sẽ giúp bạn kiểm soát ReactJS dễ dàng hơn ( Phần 1 ),1,44,66,0,1,10,30,260
React Boilerplate cấu trúc thư mục hoàn hảo cho một dự án ReactJs,27,107,218,0,2,164,46,1851
"Tại sao code không chạy ngay lập tức với setTimeout(callback, 0)?",3,63,137,0,11,20,95,1124
Cơ bản về Coroutines,0,107,37,0,0,60,82,153
Tạo job scheduling với Agenda JS cùng Nodejs,1,28,38,0,1,46,19,352
10 Mixins SASS tuyệt vời (SCSS),0,9,15,0,0,12,6,340
Cùng tạo Linebot 2020 đơn giản với Rails và Rasa - Phần 1,1,199,102,3,6,74,112,299
Sự khác nhau giữa Smart Components và Presentational Components trong Angular,1,78,95,0,0,45,26,256
Validate với express-validator trong Nodejs,3,18,40,0,0,23,13,1804
Quản lý rủi ro trong phát triển phần mềm và dự án kĩ thuật phần mềm,0,503,2,0,0,2,42,432
Laravel: Migrations (4),11,75,93,0,14,35,38,47
Push notification IOS sử dụng AWS SNS,2,18,59,0,0,14,28,180
Tìm hiểu về Custom Validation trong Rails,0,99,63,0,1,50,38,99
The React Cheatsheet for 2020 (Phần 1),4,40,102,0,0,6,31,80
Giải bài toán tìm đường đi ngắn nhất bằng giải thuật Bellman-Ford với code Ruby,0,83,27,0,4,10,115,1317
Các cách để lưu dimension khi upload file ảnh (rails + carrierwave),0,27,23,0,0,18,18,83
Biến trong CSS,0,25,41,0,0,11,36,88
Sử dụng styled-components để tạo css utility class trong React,2,21,91,2,1,34,21,438
Vòng đời của một trang HTML.,5,85,48,0,0,15,68,309
Sử dụng Model Observers trong Laravel,1,51,55,0,0,21,19,578
iOS design pattern (Part1),9,168,165,0,0,55,48,213
ReactJS: Thay đổi state của component từ parent component,4,23,46,0,0,25,9,336
Những plugin cần thiết khi bạn lập trình với Flutter trên VS Code,1,56,48,0,2,23,24,1065
Cách sử dụng chức năng Webhooks trên Viblo,0,80,90,0,0,73,73,769
Giới thiệu về CSS Containment,9,100,33,0,0,21,47,92
Lazy as application,20,112,51,14,5,50,106,282
Nhập mã bưu điện tự động điền địa chỉ của Nhật,0,30,19,0,0,3,32,286
Learn how to learn - Cơ bản về não bộ và phương pháp học Pomodoro,2,331,30,0,14,45,227,429
Sử dụng Laravel Excel để Export và Import file.,0,63,70,0,2,14,47,387
Some useful javascript tips,8,32,27,0,0,10,20,94
"Tìm hiểu một số tính năng, phím tắt và câu lệnh phổ biến trong Vim Editor",0,76,78,6,0,12,74,371
Phương pháp sắp xếp độ ưu tiên (prioritization techniques) trong quản lý sản phẩm,16,353,85,16,8,128,107,193
Sử dụng view binding thay thế cho findViewById trong Android,0,115,118,1,0,11,58,1110
Hướng dẫn sử dụng thư viện Retrofit để call api với Android,2,24,42,0,1,21,9,2130
Regular Expression,4,183,68,0,25,29,116,361
Những Mixins SCSS hữu ích khi code Front-end,0,44,42,0,0,32,37,777
Thử vọc vạch một chút với HTML5 Canvas...,0,86,29,0,5,21,77,790
Rails and Rack,9,32,98,0,3,34,28,70
Nestjs + GraphQL + Postgres,29,24,146,0,2,119,33,844
Liệu bạn đã biết đến những thủ thuật này của Routing trong Rails,22,36,125,0,6,108,32,233
Nên sử dụng Select hay Pluck trong Rails,3,66,47,0,1,31,63,127
Quản Lý Dữ Liệu Qua Hướng Sự Kiện Trong Mô Hình Microservice,0,287,56,0,2,30,141,1650
Swift Codable: Decoding/Encoding With Context,0,30,31,0,0,31,25,91
13 bí quyết khi làm việc với array trong javascript mà bạn nên biết,2,120,48,0,0,10,84,181
Giới thiệu về getDerivedStateFromProps trong Lifecycle mới của Component,0,43,48,0,3,10,43,1580
Một số website để test code online hiệu quả,1,53,82,0,4,21,38,4665
Các Lợi Ích Của Việc Sử Dụng Unit Test,0,114,36,0,0,0,51,97
Tìm hiểu Canvas API của Android,0,66,36,3,15,19,59,131
Design Pattern: State Pattern,2,65,79,0,1,15,31,170
Vue Router có hỗ trợ nested query string objects?,2,46,47,0,1,18,36,237
Tạo mới dự án với SwiftUI,2,60,97,0,0,31,77,146
Gửi Mail với file đính kèm sử dụng Swift,0,43,34,0,1,14,48,51
Sử dụng AutoMapper để ánh xạ một  Object tới một Object khác trong ASP.NET Core,0,115,85,0,0,6,62,1564
